channel_id,call_sign,display_name,city,state,source,site,site_id,match_method,confidence,reason
GirlfriendsFilms.us,,Girlfriends Films,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#66ba1e4446762a000855cd87,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
GloryKickboxing.us,,Glory Kickboxing,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-63f914bffe2c3d32e1a7929f,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
GoTraveler.us,,GoTraveler,,,i.mjh.nz/plex,i.mjh.nz,Plex/us#5e20b730f2f8d5003d739db7-60a53634126de9002e694bc2,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
GoUSATV.us,,GoUSA TV,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-60a9d105d162b9002d05a60c,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
GolfChannel.us,,Golf Channel,,,tvguide.com,tvguide.com,9233005443,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
GordonRamsaysHellsKitchen.us,,Gordon Ramsay's Hell's Kitchen,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#5b4e99f4423e067bd6df6903,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
GravitasMovies.us,,Gravitas Movies,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#973e467d44ac5410ba217c39c9c06958,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
GreatAmericanFamily.us,,Great American Family,,,tvguide.com,tvguide.com,9200009636,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
GritXtra.us,,Grit Xtra,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#923cd8e7aa1e5a5898aad41fdf6a0f0f,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
GrjngoWesternMovies.de,,Grjngo Western Movies,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-63489a771159f6a5ce819b7b,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
Gunsmoke.us,,Gunsmoke,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#68503d1736c9361b191e7d89,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
GustoTV.ca,,Gusto TV,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-5f8746eabd529300418246d9,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
HSN.us,,HSN,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#0057bb20ce6c5717a5a025f2a73b682a,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
HallmarkChannel.us,,Hallmark Channel,,,tvguide.com,tvguide.com,9200016034,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
HallmarkFamily.us,,Hallmark Family,,,tvguide.com,tvguide.com,9233010939,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
HallmarkMoviesMore.us,,Hallmark Movies & More,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#628e685ba3811100070551a8,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
HappyDays.us,,Happy Days,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#5f7794162a4559000781fc12,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
HardKnocks.ca,,Hard Knocks,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-5fd115bdb7ef8d002dcf1820,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
HauntTV.ca,,HauntTV,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#285f3ba210e8561fa5261af0871ace90,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
Heartland.us,,Heartland,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#61f07513227feb00073ee6bc,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
Heleneetlesgarcons.us,,Helene et les garcons,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#604f8de01b479400078fb1e7,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
HellsKitchen.us,,Hell's Kitchen,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#5e6f38792075160007d85823,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
HiYAH.us,,Hi-YAH!,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#2deae9b4e83550f88f6776c45df08315,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
HighwaytoHeaven.us,,Highway to Heaven,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#dcecb48012b5c99824cb0b1667f4499c,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
HistoriaYVida.es,,Historia Y Vida,,,i.mjh.nz/plex,i.mjh.nz,Plex/es#643054b1fc3be59477853717-671ff7a5769d5ec4bf51d63a,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
History.us,,History,,,tvguide.com,tvguide.com,9233008002,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
HistoryHit.uk,,History Hit,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-5f74cf83ffbe690040689f50,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
HollyWire.us,,HollyWire,,,i.mjh.nz/samsung,i.mjh.nz,SamsungTVPlus/us#USBC2400015DO,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/samsung guide-source list
HomeMadeNation.us,,Home.Made.Nation,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#e363a99773db501aa05514f7e52faf2c,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
Homeful.ca,,Homeful,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#9c7a717f25a15b9997c6e3fd5f43a1a6,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
HomesUnderHammer.us,,Homes Under Hammer,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#5c5c2e9d8002db3c3e0b1c72,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
HomicideHunter.us,,Homicide Hunter,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#60e452730e76f20007598de8,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
HumorMill.us,,Humor Mill,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-5fd115b7b7ef8d002dcf1814,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
Hungry.us,,Hungry,,,i.mjh.nz/samsung,i.mjh.nz,SamsungTVPlus/us#USAJ2200009C2,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/samsung guide-source list
IFC.us,,IFC,,,tvguide.com,tvguide.com,9200004303,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
IONTV.us,,ION TV,,,tvguide.com,tvguide.com,9233011910,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
ITVDeportes.mx,,ITV Deportes,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-688d3402a6fe30698ab42007,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
IcePilots.us,,Ice Pilots,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/de#5ce40f42ba7f7f5ea9518fe1,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
IlBancodeiPugni.us,,Il Banco dei Pugni,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/it#60e4507a06171800072339a3,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
ImpossibleQuizShow.us,,Impossible Quiz Show,,,i.mjh.nz/plex,i.mjh.nz,Plex/ca#647f8d22a2fc3fadb4721685-6308fa9c0417b7074a4ad959,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
InWonder.nl,,InWonder,,,i.mjh.nz/plex,i.mjh.nz,Plex/us#5e20b730f2f8d5003d739db7-6668b2b5e4f56766e556a413,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
InazumaEleven.us,,Inazuma Eleven,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#611e75226b7f420007c3f319,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
InkMaster.us,,Ink Master,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#65ae845b7372c0fb85142f6d88a56de7,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
InsideCrime.us,,Inside Crime,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#61c49f1495f417000731cef0,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
InstantSaga.us,,Instant Saga,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#60549e98061b5f000776866a,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
IntoCrime.fr,,Into Crime,,,i.mjh.nz/plex,i.mjh.nz,Plex/fr#6430aa45fc3be5947780904e-67db068f92cb453db28ab017,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
Investiga.us,,Investiga,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#5cf96b8f4f1ca3f0629f4bf1,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
InvestigationbyPlutoTV.de,,Investigation by Pluto TV,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#6683cd2fca74680008772545,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
IronChef.us,,Iron Chef,,,i.mjh.nz/plex,i.mjh.nz,Plex/gb#64305451fc3be5947773c339-64d7923c950759afa2523eef,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
Jail.uk,,Jail,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-6448ba1baf92c31f4a190c27,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
JerseyShore.us,,Jersey Shore,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#cfddaaa5800d4786e7bc1d51093bf098,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
JewelryTV.us,,Jewelry TV,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#fb0f3c89533dc272a21e0488e2ca3fde,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
JohnnyCarsonTV.us,,Johnny Carson TV,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#92b50144a69f5862a6d398c478fa6aa0,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
Journy.us,,Journy,,,i.mjh.nz/plex,i.mjh.nz,Plex/ca#647f8d22a2fc3fadb4721685-61f0489a3f2259f988094ddb,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
JovemPanNews.br,,Jovem Pan News,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/br#6317ba014d4d040007227f72,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
JudgeNosey.us,,Judge Nosey,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#75ff2c061db65f4e812cfbe6b1480752,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
JustforLaughsGags.us,,Just for Laughs Gags,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#4f628a666da552d7a9ea9157e079d56b,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
KETS21.us,KETS,KETS 2.1,,,i.mjh.nz/pbs,i.mjh.nz,PBS/all#KETS,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pbs guide-source list
KHET111.us,KHET,KHET 11.1,,,i.mjh.nz/pbs,i.mjh.nz,PBS/all#KHET,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pbs guide-source list
KIROTV71.us,KIRO-TV,KIRO-TV 7.1,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#eb1e409de3805062a285bd6945ea809e,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
KMOSTV61.us,,"KMOS-TV — Sedalia, MO",,,i.mjh.nz/pbs,i.mjh.nz,PBS/all#KMOS,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pbs guide-source list
KUONTV121.us,,"KUON-TV — Lincoln, NE",,,i.mjh.nz/pbs,i.mjh.nz,PBS/all#KUON,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pbs guide-source list
KXASTV51.us,KXAS-TV,KXAS-TV 5.1,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#9dfd5acd22f655768795c1f1bd731a53,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
KartoonChannel.us,,Kartoon Channel!,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#60fb040d4795a6000762fe8f,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
KenanKel.us,,Kenan & Kel,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/br#5ffcc5130fd98c0007f2e216,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
KevinHartsLOLNetwork.us,,Kevin Hart's LOL! Network,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#52c137ae3cdc50768ad7ea3cdaf0f2f4,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
KidoodleTV.ca,,Kidoodle.TV,,,i.mjh.nz/samsung,i.mjh.nz,SamsungTVPlus/us#USAK3508716A,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/samsung guide-source list
KidsFlix.us,,KidsFlix,,,i.mjh.nz/plex,i.mjh.nz,Plex/us#5e20b730f2f8d5003d739db7-5eea605574085f0040ddc797,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
LATV.us,,LATV,,,i.mjh.nz/plex,i.mjh.nz,Plex/us#5e20b730f2f8d5003d739db7-6685a97b59703916799193a5,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
LEGOKidsTV.us,,LEGO Kids TV,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#60fb01a24795a6000762fe83,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LasTortugasNinja.us,,Las Tortugas Ninja,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/es#61373f1a12dd9f00077dcd6f,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LawCrime.us,,Law & Crime,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#8ba514251e1a58b7b53368177baa1041,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
Lemiracledelamour.us,,Le miracle de l'amour,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#60549c238c3f21000753d3e0,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LesAnneesfac.us,,Les Annees fac,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#60afae68a7fc50000737186d,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LesNouveauxDetectives.us,,Les Nouveaux Detectives,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#5f8edb6df1ebb800072edf10,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
Lesfillesdacote.us,,Les filles d'a cote,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#60549d97cd7b090007c73314,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LesorelleMcLeod.us,,Le sorelle McLeod,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/it#60a2837f8154ab0007c4dcdf,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
Lifetime.us,,Lifetime,,,tvguide.com,tvguide.com,9200020452,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
LifetimeMovies.us,,Lifetime Movies,,,tvguide.com,tvguide.com,9233009825,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
LittleStarsUniverse.us,,Little Stars Universe,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#51c75f7bb6f26ba1cd00002f,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LiveNOWfromFOX.us,,LiveNOW from FOX,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#f9c0d48b540a55dcb98b04d2cc8abf25,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
Localish.us,,Localish,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#8b77c262c90652658b21fdb9ee292ab7,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
Logo.us,,Logo,,,tvguide.com,tvguide.com,9233013354,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
LogoPlutoTV.us,,Logo Pluto TV,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#5ce5a8954311f992edbe1da2,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LoneStar.us,,Lone Star,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-6196c9241d310bf925e02616,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
LosAsesinatosdeMidsomer.us,,Los Asesinatos de Midsomer,,,i.mjh.nz/plex,i.mjh.nz,Plex/us#5e20b730f2f8d5003d739db7-682511d9ae4546e02a6ba4f9,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
LosarchivosdelFBI.us,,Los archivos del FBI,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/es#5f1acbed25948a0007ffbe65,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LouisLaBrocante.us,,Louis La Brocante,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#5f8ed6d569d2d4000864a976,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
LoveHipHop.us,,Love & Hip Hop,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#b8671587aa35a03aaab52b1891f15a87,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
LoveNature.ca,,Love Nature,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#479fe0d11f3f5132a3f36b617547da3b,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
LoveNatureenEspanol.us,,Love Nature en Espanol,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#03a419fc4dff59b39b176d9f76b09e38,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
LovePets.ca,,Love Pets,,,i.mjh.nz/plex,i.mjh.nz,Plex/us#5e20b730f2f8d5003d739db7-63fe7d7eb6312779f56504d3,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
LoveThePlanet.es,,Love The Planet,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#8ad68e46b0d35e61a7787b7042b61eb0,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
LuckyDog.us,,Lucky Dog,,,i.mjh.nz/samsung,i.mjh.nz,SamsungTVPlus/us#USBA3000044BJ,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/samsung guide-source list
MLB.us,,MLB,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#5e66968a70f34c0007d050be,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MLBNetwork.us,,MLB Network,,,tvguide.com,tvguide.com,9200009223,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
MST3K.us,,MST3K,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#1f62c81a73575fdca9fdc8a36c55d8b9,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MTV.us,,MTV,,,tvguide.com,tvguide.com,9200014754,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
MTV2.us,,MTV2,,,tvguide.com,tvguide.com,9200000872,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
MTVAreyoutheOne.us,,MTV Are you the One?,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/br#5f6108d8cc331900075e98e4,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVBiggestPop.us,,MTV Biggest Pop,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#5d14fd1a252d35decbc4080c,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVClassic.us,,MTV Classic,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/fr#5f92b56a367e170007cd43f4,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVComoEx.us,,MTV Com o Ex,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/br#61a528267e1b8b0007357920,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVDating.us,,MTV Dating,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/de#5caf330ea5068259a32320fd,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVPlutoTV.de,,MTV Pluto TV,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/de#5caf325764025859afdd6c4d,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVPlutoTV.us,,MTV Pluto TV,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#7a406f20f6ad468f10f6b4752b30df56,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MTVRidiculousness.us,,MTV Ridiculousness,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/de#5f9847fd513250000728a9a5,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVSpankinNew.us,,MTV Spankin' New,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#5d14fdb8ca91eedee1633117,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVTeenMom.us,,MTV Teen Mom,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/de#5cffcf5686dfe15595fb3f56,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MTVenEspanol.us,,MTV en Espanol,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#e5475fb7b613a20f044be16a23fbcdaf,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MVSTV.mx,,MVS TV,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#8beb5cd21be40d22c11c6e9bd6fa3d01,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MadeInHollywood.us,,Made In Hollywood,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-60db63d29ec966002c9ea6f0,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
MagellanTVNow.us,,MagellanTV Now,,,i.mjh.nz/samsung,i.mjh.nz,SamsungTVPlus/us#USAJ340000677,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/samsung guide-source list
MasterChef.us,,MasterChef,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/br#6077045b6031bd00078de127,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
Matlock.us,,Matlock,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#6850426e53d981d1fdb0d966,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MaverickBlackCinema.us,,Maverick Black Cinema,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#834e2a09799752b3be7ecaab726b7242,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
McLeodsDaughters.us,,McLeod's Daughters,,,i.mjh.nz/plex,i.mjh.nz,Plex/ca#647f8d22a2fc3fadb4721685-6515fd4f2ff655e77635c628,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
MeTV.us,,MeTV,,,i.mjh.nz/metv,i.mjh.nz,MeTV/epg#metv,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/metv guide-source list
MiExtranaObsesion.us,,Mi Extrana Obsesion,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/es#60e4573c9f963e00077ecf25,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MidnightPulp.us,,Midnight Pulp,,,i.mjh.nz/plex,i.mjh.nz,Plex/ca#647f8d22a2fc3fadb4721685-5ef4e1b40d9ad000423c4427,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
MidsomerMurders.us,,Midsomer Murders,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#d1e4e369eda359c897e1fdfd8286b19b,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MilenioTelevision.mx,,Milenio Television,,,i.mjh.nz/plex,i.mjh.nz,Plex/es#643054b1fc3be59477853717-65b16e7b115f5ad5450cfdac,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
MissionImpossible.us,,Mission Impossible,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#62ab579258cb950007811aad,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
Misteriossinresolver.us,,Misterios sin resolver,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#f2bbfc9566f9519aad982aea41b95f83,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MonsterJam.us,,Monster Jam,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#a361d429db9e46665be277da42af89a4,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MoonbugKids.uk,,Moonbug Kids,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#b5cde121f98257329346020e2a60295a,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
MoreMax.us,,MoreMax,,,tvguide.com,tvguide.com,9233015766,exact_channel_id,high,channel id matched verbatim in tvguide.com guide-source list
MoreTVDrama.us,,More TV Drama,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#613260e4bdb71c00070d63fa,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MoreTVSitcoms.us,,More TV Sitcoms,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/us#6132619f9ddaa50007e7dd86,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
MostHaunted.uk,,Most Haunted,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/gb#6081648340382e0007f73d45,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
Motorvision.de,,Motorvision,,,i.mjh.nz/plex,i.mjh.nz,Plex/au#697140a85d851f5e69414688-603fb593a99efc002dbf90e4,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/plex guide-source list
MovieSphere.us,,MovieSphere,,,i.mjh.nz/roku,i.mjh.nz,Roku/all#e1192d17771c5a059930192d439957ee,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/roku guide-source list
Moviedome.us,,Moviedome,,,i.mjh.nz/pluto,i.mjh.nz,PlutoTV/de#615c1e5ce3039400070a0547,exact_channel_id,high,channel id matched verbatim in i.mjh.nz/pluto guide-source list
